"","batting_team","velo","game"
"1670","Pittsburgh Pirates",87.6619047619048,662449
"1671","St. Louis Cardinals",86.1551724137931,661894
"1672","Tampa Bay Rays",90.6083333333333,661894
"1673","Atlanta Braves",95.355,661516
"1674","Oakland Athletics",87.6,661516
"1675","Minnesota Twins",85.9870967741935,661693
"1676","New York Yankees",93.5645161290323,661693
"1677","Houston Astros",87.6185185185185,662761
"1678","Seattle Mariners",89.4,662761
"1679","Kansas City Royals",90.8818181818182,662678
"1680","Toronto Blue Jays",93.1,662678
"1681","Chicago White Sox",89.288,661460
"1682","Los Angeles Dodgers",90.447619047619,661460
"1683","Milwaukee Brewers",83.944,661205
"1684","Philadelphia Phillies",92.1928571428571,661205
"1685","Boston Red Sox",85.9657142857143,663391
"1686","Los Angeles Angels",88.7875,663391
"1687","New York Mets",86.7714285714286,662277
"1688","San Diego Padres",86.4962962962963,662277
"1689","Colorado Rockies",86.8785714285714,662092
"1690","San Francisco Giants",92.5,662092
"1691","Detroit Tigers",88.1,662448
"1692","Pittsburgh Pirates",88.5823529411765,662448
"1693","Kansas City Royals",88.396,662679
"1694","Toronto Blue Jays",91.028125,662679
"1695","Arizona Diamondbacks",88.8038461538462,663050
"1696","Cincinnati Reds",87.1166666666667,663050
"1697","Houston Astros",91.232,662760
"1698","Seattle Mariners",88.0645161290323,662760
"1699","Miami Marlins",88.8846153846154,661150
"1700","Washington Nationals",89.0724137931035,661150
"1701","St. Louis Cardinals",84.368,661892
"1702","Tampa Bay Rays",91.5885714285714,661892
"1703","Cleveland Guardians",90.9931034482759,663055
"1704","Texas Rangers",87.63,663055
"1705","Atlanta Braves",93.2903225806452,661515
"1706","Oakland Athletics",85.7269230769231,661515
"1707","Minnesota Twins",88.8518518518518,661681
"1708","New York Yankees",88.9333333333333,661681
"1709","Chicago White Sox",88.9904761904762,661459
"1710","Los Angeles Dodgers",90.7958333333333,661459
"1711","Milwaukee Brewers",86.4565217391304,661188
"1712","Philadelphia Phillies",88.778125,661188
"1713","Boston Red Sox",83.3678571428571,663398
"1714","Los Angeles Angels",90.088,663398
"1715","New York Mets",87.072,662223
"1716","San Diego Padres",88.459375,662223
"1717","Colorado Rockies",87.6814814814815,662094
"1718","San Francisco Giants",87.7615384615385,662094
"1719","Arizona Diamondbacks",83.3619047619048,663049
"1720","Cincinnati Reds",89.9851851851852,663049
"1721","St. Louis Cardinals",89.2947368421053,661891
"1722","Tampa Bay Rays",83.2294117647059,661891
"1723","Chicago White Sox",86.6464285714286,661458
"1724","Los Angeles Dodgers",86.2217391304348,661458
"1725","Milwaukee Brewers",89.9428571428572,661194
"1726","Philadelphia Phillies",88.076,661194
"1727","Colorado Rockies",86.303125,662091
"1728","San Francisco Giants",86.44,662091
"1729","Miami Marlins",89.495652173913,661149
"1730","Washington Nationals",87.0153846153846,661149
"1731","Cleveland Guardians",84.78,663015
"1732","Oakland Athletics",91.4307692307692,663015
"1733","Atlanta Braves",80.79,661514
"1734","Pittsburgh Pirates",86.6,661514
"1735","Minnesota Twins",89.8703703703704,661697
"1736","New York Yankees",92.8205882352941,661697
"1737","Baltimore Orioles",88.96,662677
"1738","Kansas City Royals",90.584375,662677
"1739","Boston Red Sox",90.7875,663413
"1740","Los Angeles Angels",91.9294117647059,663413
"1741","Arizona Diamondbacks",90.064,661617
"1742","Philadelphia Phillies",86.8275862068966,661617
"1743","Chicago Cubs",88.456,661284
"1744","New York Yankees",89.2633333333333,661284
"1745","Milwaukee Brewers",88.6478260869565,662511
"1746","Washington Nationals",87.6166666666667,662511
"1747","Cleveland Guardians",87.5103448275862,663014
"1748","Oakland Athletics",88.575,663014
"1749","Detroit Tigers",87.3730769230769,662831
"1750","Toronto Blue Jays",92.5970588235294,662831
"1751","Atlanta Braves",88.552,661513
"1752","Pittsburgh Pirates",90.3681818181818,661513
"1753","Baltimore Orioles",91.0809523809524,662676
"1754","Kansas City Royals",89.651724137931,662676
"1755","Minnesota Twins",91.769696969697,661678
"1756","Tampa Bay Rays",87.5541666666667,661678
"1757","Chicago White Sox",84.496,661485
"1758","Texas Rangers",90.6285714285714,661485
"1759","Houston Astros",89.2807692307692,662759
"1760","Miami Marlins",91.07,662759
"1761","Cincinnati Reds",91.4,661983
"1762","St. Louis Cardinals",83.852,661983
"1763","Los Angeles Angels",88.7478260869565,663390
"1764","New York Mets",88.5103448275862,663390
"1765","Colorado Rockies",82.5,662275
"1766","San Diego Padres",89.1558823529412,662275
"1767","Boston Red Sox",90.4130434782609,662129
"1768","Seattle Mariners",88.196,662129
"1769","Los Angeles Dodgers",89.4962962962963,662090
"1770","San Francisco Giants",88.7375,662090
"1771","Minnesota Twins",90.2130434782609,661680
"1772","Tampa Bay Rays",87.025,661680
"1773","Chicago White Sox",86.4633333333333,661484
"1774","Texas Rangers",87.7967741935484,661484
"1775","Cincinnati Reds",89.37,661976
"1776","St. Louis Cardinals",91.6086956521739,661976
"1777","Arizona Diamondbacks",86.4772727272727,661614
"1778","Philadelphia Phillies",86.0259259259259,661614
"1779","Milwaukee Brewers",92.9606060606061,662510
"1780","Washington Nationals",86.7607142857143,662510
"1781","Baltimore Orioles",93.325,662674
"1782","Kansas City Royals",90.27,662674
"1783","Cleveland Guardians",85.9862068965517,663084
"1784","Oakland Athletics",89.2464285714286,663084
"1785","Colorado Rockies",84.792,662251
"1786","San Diego Padres",92.68,662251
"1787","Colorado Rockies",88.34,662222
"1788","San Diego Padres",91.5130434782609,662222
"1789","Detroit Tigers",89.196,662830
"1790","Toronto Blue Jays",88.9766666666667,662830
"1791","Atlanta Braves",91.552,661160
"1792","Pittsburgh Pirates",88.5875,661160
"1793","Houston Astros",88.2,662756
"1794","Miami Marlins",86.4166666666667,662756
"1795","Los Angeles Dodgers",87.1314285714286,662089
"1796","San Francisco Giants",86.2238095238095,662089
"1797","Chicago Cubs",86.912,661276
"1798","New York Yankees",94.3071428571429,661276
"1799","Los Angeles Angels",92.8192307692308,663412
"1800","New York Mets",90.3096774193548,663412
"1801","Boston Red Sox",85.9884615384615,662128
"1802","Seattle Mariners",85.7935483870968,662128
"1803","Cleveland Guardians",86.61,663083
"1804","Oakland Athletics",86.4384615384615,663083
"1805","Arizona Diamondbacks",89.446875,661622
"1806","Philadelphia Phillies",81.905,661622
"1807","Atlanta Braves",84.9958333333333,661144
"1808","Pittsburgh Pirates",88.3681818181818,661144
"1809","Chicago Cubs",89.7785714285714,661270
"1810","New York Yankees",89.5970588235294,661270
"1811","Milwaukee Brewers",90.2931034482759,662542
"1812","Washington Nationals",82.776,662542
"1813","Detroit Tigers",86.425,662829
"1814","Toronto Blue Jays",91.584,662829
"1815","Baltimore Orioles",91.8433333333333,662673
"1816","Kansas City Royals",89.2777777777778,662673
"1817","Minnesota Twins",88.4166666666667,661679
"1818","Tampa Bay Rays",87.0269230769231,661679
"1819","Chicago White Sox",84.6241379310345,661483
"1820","Texas Rangers",90.3764705882353,661483
"1821","Houston Astros",87.0966666666667,662758
"1822","Miami Marlins",90.8153846153846,662758
"1823","Cincinnati Reds",85.3035714285714,661975
"1824","St. Louis Cardinals",88.8939393939394,661975
"1825","Los Angeles Dodgers",90.1666666666667,662085
"1826","San Francisco Giants",86.3333333333333,662085
"1827","Colorado Rockies",85.7769230769231,662256
"1828","San Diego Padres",89.82,662256
"1829","Boston Red Sox",82.7583333333333,662127
"1830","Seattle Mariners",82.9944444444444,662127
"1831","Los Angeles Angels",82.6214285714286,663397
"1832","New York Mets",89.24,663397
"1833","Atlanta Braves",92.4758620689655,662505
"1834","Washington Nationals",90.8964285714286,662505
"1835","Miami Marlins",86.428,661629
"1836","Philadelphia Phillies",83.6740740740741,661629
"1837","Baltimore Orioles",89.9045454545455,661746
"1838","Toronto Blue Jays",88.8361111111111,661746
"1839","Chicago White Sox",94.8266666666667,662828
"1840","Detroit Tigers",89.251724137931,662828
"1841","Pittsburgh Pirates",88.4392857142857,661974
"1842","St. Louis Cardinals",89.4151515151515,661974
"1843","Chicago Cubs",88.1217391304348,663183
"1844","San Diego Padres",84.7448275862069,663183
"1845","Houston Astros",92.4142857142857,661881
"1846","Texas Rangers",84.4384615384615,661881
"1847","Arizona Diamondbacks",87.1642857142857,663345
"1848","Cincinnati Reds",93.4208333333333,663345
"1849","Kansas City Royals",87.1125,662069
"1850","San Francisco Giants",88.3636363636364,662069
"1851","Minnesota Twins",90.256,662126
"1852","Seattle Mariners",88.3952380952381,662126
"1853","Pittsburgh Pirates",90.55,662018
"1854","St. Louis Cardinals",87.2740740740741,662018
"1855","Pittsburgh Pirates",89.5545454545455,661973
"1856","St. Louis Cardinals",92.434375,661973
"1857","Atlanta Braves",96.7,662503
"1858","Washington Nationals",85.7076923076923,662503
"1859","Miami Marlins",85.6862068965517,661616
"1860","Philadelphia Phillies",90.8181818181818,661616
"1861","New York Yankees",87.3307692307692,661328
"1862","Tampa Bay Rays",84.7904761904762,661328
"1863","Baltimore Orioles",93.684,661745
"1864","Toronto Blue Jays",86.028,661745
"1865","Boston Red Sox",89.5555555555556,663279
"1866","Oakland Athletics",87.6384615384615,663279
"1867","Chicago White Sox",86.4787878787879,662884
"1868","Detroit Tigers",87.7727272727273,662884
"1869","Milwaukee Brewers",92.48,662441
"1870","New York Mets",88.7961538461538,662441
"1871","Chicago Cubs",86.4689655172414,663182
"1872","San Diego Padres",85.8258064516129,663182
"1873","Houston Astros",83.425,661880
"1874","Texas Rangers",92.2037037037037,661880
"1875","Cleveland Guardians",85.540625,662935
"1876","Colorado Rockies",89.7814814814815,662935
"1877","Arizona Diamondbacks",85.9111111111111,663342
"1878","Cincinnati Reds",89.0030303030303,663342
"1879","Kansas City Royals",90.9619047619048,662068
"1880","San Francisco Giants",87.6111111111111,662068
"1881","Los Angeles Angels",88.5157894736842,662611
"1882","Los Angeles Dodgers",89.0368421052632,662611
"1883","Minnesota Twins",89.6285714285714,662125
"1884","Seattle Mariners",87.9291666666667,662125
"1885","Miami Marlins",86.9708333333333,661583
"1886","Philadelphia Phillies",84.7769230769231,661583
"1887","Chicago White Sox",91.0645161290323,662883
"1888","Detroit Tigers",86.332,662883
"1889","Houston Astros",90.98,661845
"1890","Texas Rangers",93.0166666666667,661845
"1891","Arizona Diamondbacks",90.2518518518519,663336
"1892","Cincinnati Reds",88.552,663336
"1893","Kansas City Royals",79.1565217391304,662082
"1894","San Francisco Giants",87.3,662082
"1895","Minnesota Twins",83.34,662173
"1896","Seattle Mariners",82.4291666666667,662173
"1897","Atlanta Braves",91.5645161290323,662504
"1898","Washington Nationals",85.815,662504
"1899","New York Yankees",90.3705882352941,661327
"1900","Tampa Bay Rays",85.1615384615385,661327
"1901","Baltimore Orioles",91.0083333333333,661744
"1902","Toronto Blue Jays",93.2484848484848,661744
"1903","Boston Red Sox",92.5766666666667,663235
"1904","Oakland Athletics",87.262962962963,663235
"1905","Milwaukee Brewers",89.78,662480
"1906","New York Mets",86.2444444444444,662480
"1907","Pittsburgh Pirates",90.4291666666667,661972
"1908","St. Louis Cardinals",84.0172413793103,661972
"1909","Chicago Cubs",86.325,663155
"1910","San Diego Padres",93.390243902439,663155
"1911","Cleveland Guardians",82.0741935483871,662893
"1912","Colorado Rockies",85.1225806451613,662893
"1913","Los Angeles Angels",84.1631578947368,662694
"1914","Los Angeles Dodgers",93.4727272727273,662694
"1915","Boston Red Sox",88.4290322580645,663267
"1916","Oakland Athletics",85.4645161290323,663267
"1917","Chicago Cubs",86.4086956521739,663125
"1918","San Diego Padres",86.2142857142857,663125
"1919","Baltimore Orioles",86.9121212121212,661743
"1920","Toronto Blue Jays",91.1333333333333,661743
"1921","Cleveland Guardians",85.1115384615385,662986
"1922","Colorado Rockies",88.1566666666667,662986
"1923","Philadelphia Phillies",93.3242424242424,662501
"1924","Washington Nationals",84.8384615384615,662501
"1925","New York Yankees",88.1545454545455,661326
"1926","Tampa Bay Rays",90.735,661326
"1927","Detroit Tigers",88.9846153846154,662827
"1928","Texas Rangers",88.8947368421053,662827
"1929","Milwaukee Brewers",83.7619047619048,662535
"1930","New York Mets",82.0478260869565,662535
"1931","Los Angeles Angels",88.2333333333333,662172
"1932","Seattle Mariners",83.0666666666667,662172
"1933","Philadelphia Phillies",90.5625,662580
"1934","Washington Nationals",91.7347826086957,662580
"1935","Philadelphia Phillies",86.9555555555555,662502
"1936","Washington Nationals",88.9310344827586,662502
"1937","Atlanta Braves",93.1777777777778,663124
"1938","Chicago Cubs",83.5666666666667,663124
"1939","Baltimore Orioles",91.0944444444444,661093
"1940","Tampa Bay Rays",89.8526315789474,661093
"1941","Cincinnati Reds",88.88,663063
"1942","Milwaukee Brewers",89.3652173913043,663063
"1943","Pittsburgh Pirates",93.36,662437
"1944","San Francisco Giants",89.3166666666667,662437
"1945","New York Yankees",87.8066666666667,661742
"1946","Toronto Blue Jays",91.1846153846154,661742
"1947","Boston Red Sox",90.9416666666667,663256
"1948","St. Louis Cardinals",92.1214285714286,663256
"1949","Detroit Tigers",88.5173913043478,662826
"1950","Texas Rangers",88.56,662826
"1951","Miami Marlins",84.7653846153846,662534
"1952","New York Mets",86.4037037037037,662534
"1953","Chicago White Sox",91.1318181818182,662757
"1954","Houston Astros",90.95,662757
"1955","Colorado Rockies",88.6214285714286,662985
"1956","San Diego Padres",87.1333333333333,662985
"1957","Kansas City Royals",87.8793103448276,662362
"1958","Oakland Athletics",83.6125,662362
"1959","Arizona Diamondbacks",85.5357142857143,663335
"1960","Minnesota Twins",93.0967741935484,663335
"1961","Cleveland Guardians",85.0185185185185,662719
"1962","Los Angeles Dodgers",90.084375,662719
"1963","Los Angeles Angels",89.685,662171
"1964","Seattle Mariners",84.0142857142857,662171
"1965","Atlanta Braves",93.0269230769231,663239
"1966","Chicago Cubs",86.9636363636364,663239
"1967","New York Yankees",83.8666666666667,661748
"1968","Toronto Blue Jays",89.2842105263158,661748
"1969","Pittsburgh Pirates",90.7652173913043,661123
"1970","San Francisco Giants",87.2103448275862,661123
"1971","Baltimore Orioles",84.2214285714286,661127
"1972","Tampa Bay Rays",88.3774193548387,661127
"1973","Kansas City Royals",84.83,662368
"1974","Oakland Athletics",80.5238095238095,662368
"1975","Los Angeles Angels",92.9833333333333,662194
"1976","Seattle Mariners",86.8535714285714,662194
"1977","Los Angeles Angels",87.3185185185185,662170
"1978","Seattle Mariners",86.7875,662170
"1979","Detroit Tigers",89.3735294117647,662802
"1980","Texas Rangers",89.45,662802
"1981","Chicago White Sox",90.6833333333333,662752
"1982","Houston Astros",84.3052631578947,662752
"1983","Miami Marlins",94.175,662533
"1984","New York Mets",91.6346153846154,662533
"1985","Cincinnati Reds",84.4466666666667,663062
"1986","Milwaukee Brewers",85.7178571428571,663062
"1987","Philadelphia Phillies",83.7137931034483,662500
"1988","Washington Nationals",88.636,662500
"1989","Cleveland Guardians",84.4904761904762,662686
"1990","Los Angeles Dodgers",90.7115384615385,662686
"1991","Boston Red Sox",91.1826086956522,663255
"1992","St. Louis Cardinals",88.7451612903226,663255
"1993","Colorado Rockies",86.2821428571429,662999
"1994","San Diego Padres",91.4615384615385,662999
"1995","Arizona Diamondbacks",87.904347826087,663351
"1996","Minnesota Twins",88.7258064516129,663351
"1997","Philadelphia Phillies",90.851724137931,662553
"1998","Washington Nationals",88.2433333333333,662553
"1999","Pittsburgh Pirates",90.9076923076923,661122
"2000","San Francisco Giants",87.0473684210526,661122
"2001","Boston Red Sox",84.6291666666667,663254
"2002","St. Louis Cardinals",91.3315789473684,663254
"2003","Baltimore Orioles",85.795,661074
"2004","Tampa Bay Rays",87.5346153846154,661074
"2005","New York Yankees",95.7454545454545,661741
"2006","Toronto Blue Jays",88.3,661741
"2007","Detroit Tigers",85.7217391304348,662807
"2008","Texas Rangers",95.5458333333333,662807
"2009","Miami Marlins",81.5782608695652,662532
"2010","New York Mets",92.3086956521739,662532
"2011","Cincinnati Reds",81.7458333333333,663061
"2012","Milwaukee Brewers",90.225,663061
"2013","Atlanta Braves",91.468,663218
"2014","Chicago Cubs",84,663218
"2015","Colorado Rockies",90.46,662998
"2016","San Diego Padres",87.7225806451613,662998
"2017","Kansas City Royals",89.3346153846154,662361
"2018","Oakland Athletics",85.7708333333333,662361
"2019","Cleveland Guardians",87.9173913043478,662590
"2020","Los Angeles Dodgers",91.5619047619048,662590
"2021","Los Angeles Angels",90.4916666666667,662169
"2022","Seattle Mariners",81.347619047619,662169
"2023","Arizona Diamondbacks",87.9,663334
"2024","Minnesota Twins",86.4875,663334
"2025","Chicago White Sox",86.3391304347826,662751
"2026","Houston Astros",85.9538461538462,662751
"2027","Miami Marlins",87.9727272727273,662522
"2028","New York Mets",84.4416666666667,662522
"2029","Chicago Cubs",92.9071428571429,661121
"2030","Pittsburgh Pirates",90.2821428571429,661121
"2031","Boston Red Sox",89.3964285714286,663253
"2032","Detroit Tigers",86.53,663253
"2033","New York Yankees",86.3260869565217,661893
"2034","Tampa Bay Rays",88.5647058823529,661893
"2035","Atlanta Braves",90.608,661143
"2036","San Francisco Giants",88.825,661143
"2037","Chicago White Sox",90.91875,661482
"2038","Toronto Blue Jays",87.7461538461538,661482
"2039","Milwaukee Brewers",87.0461538461538,661186
"2040","St. Louis Cardinals",82.0529411764706,661186
"2041","Kansas City Royals",86.4387096774194,663443
"2042","Los Angeles Angels",94.4130434782609,663443
"2043","Arizona Diamondbacks",88.7083333333333,662221
"2044","San Diego Padres",90.9375,662221
"2045","Cincinnati Reds",89.6666666666667,663041
"2046","Los Angeles Dodgers",88.4914285714286,663041
"2047","Colorado Rockies",88.6642857142857,661148
"2048","Miami Marlins",92.0787878787879,661148
"2049","Baltimore Orioles",90.5428571428571,661198
"2050","Washington Nationals",89.8407407407407,661198
"2051","Chicago Cubs",91.2296296296296,661124
"2052","Pittsburgh Pirates",92.9318181818182,661124
"2053","Boston Red Sox",93.156,663246
"2054","Detroit Tigers",86.6928571428571,663246
"2055","New York Yankees",92.0142857142857,661890
"2056","Tampa Bay Rays",92.0111111111111,661890
"2057","Atlanta Braves",89.4757575757576,661142
"2058","San Francisco Giants",89.5931034482759,661142
"2059","Cleveland Guardians",85.5935483870968,661677
"2060","Minnesota Twins",90.3269230769231,661677
"2061","Philadelphia Phillies",91.4,661846
"2062","Texas Rangers",91.137037037037,661846
"2063","Houston Astros",92.8307692307692,662750
"2064","New York Mets",87.9333333333333,662750
"2065","Chicago White Sox",86.1058823529412,661481
"2066","Toronto Blue Jays",85.88,661481
"2067","Milwaukee Brewers",89.9166666666667,661192
"2068","St. Louis Cardinals",86.46,661192
"2069","Kansas City Royals",93.6787878787879,663442
"2070","Los Angeles Angels",89.6441176470588,663442
"2071","Arizona Diamondbacks",82.8818181818182,662248
"2072","San Diego Padres",89.535,662248
"2073","Oakland Athletics",87.9724137931034,662360
"2074","Seattle Mariners",90.3461538461539,662360
"2075","Houston Astros",91.3833333333333,662749
"2076","New York Mets",92.6826086956522,662749
"2077","Chicago White Sox",86.740625,661457
"2078","Toronto Blue Jays",94.3529411764706,661457
"2079","Philadelphia Phillies",88.7,661851
"2080","Texas Rangers",90.98125,661851
"2081","Arizona Diamondbacks",85.95,662245
"2082","San Diego Padres",89.8387096774194,662245
"2083","Cincinnati Reds",87.8444444444444,663040
"2084","Los Angeles Dodgers",88.156,663040
"2085","Colorado Rockies",89.0875,661393
"2086","Miami Marlins",79.9333333333333,661393
"2087","Baltimore Orioles",91.5047619047619,661246
"2088","Washington Nationals",83.96875,661246
"2089","Chicago Cubs",89.6125,661107
"2090","Pittsburgh Pirates",87.775,661107
"2091","Boston Red Sox",87.0818181818182,663252
"2092","Detroit Tigers",86.7333333333333,663252
"2093","New York Yankees",90.2888888888889,661889
"2094","Tampa Bay Rays",85.4777777777778,661889
"2095","Atlanta Braves",90.16,661141
"2096","San Francisco Giants",88.052380952381,661141
"2097","Cleveland Guardians",85.709375,661690
"2098","Minnesota Twins",92.5428571428571,661690
"2099","Milwaukee Brewers",89.6590909090909,661230
"2100","St. Louis Cardinals",87.435,661230
"2101","Oakland Athletics",90.2615384615385,662359
"2102","Seattle Mariners",90.8387096774194,662359
"2103","Kansas City Royals",85.4642857142857,663389
"2104","Los Angeles Angels",88.4578947368421,663389
"2105","Colorado Rockies",90.2148148148148,661392
"2106","Miami Marlins",90.9296296296296,661392
"2107","Atlanta Braves",88.8555555555556,661140
"2108","San Francisco Giants",91.9714285714286,661140
"2109","Cincinnati Reds",87.2896551724138,663039
"2110","Los Angeles Dodgers",94.4375,663039
"2111","Chicago Cubs",88.3185185185185,661106
"2112","Pittsburgh Pirates",88.6357142857143,661106
"2113","Cleveland Guardians",85.072,661685
"2114","Minnesota Twins",89.33,661685
"2115","Milwaukee Brewers",88.3083333333333,661183
"2116","St. Louis Cardinals",91.9545454545455,661183
"2117","Oakland Athletics",86.8684210526316,662358
"2118","Seattle Mariners",85.2263157894737,662358
"2119","Houston Astros",90.240625,661325
"2120","New York Yankees",90.3363636363636,661325
"2121","Baltimore Orioles",92.64,661456
"2122","Chicago White Sox",91.65,661456
"2123","Philadelphia Phillies",87.6290322580645,662227
"2124","San Diego Padres",85.3965517241379,662227
"2125","Miami Marlins",91.4518518518519,661382
"2126","New York Mets",91.6875,661382
"2127","Houston Astros",87.6,661274
"2128","New York Yankees",87.1038461538461,661274
"2129","Boston Red Sox",88.9133333333333,663054
"2130","Cleveland Guardians",91.0129032258065,663054
"2131","Pittsburgh Pirates",89.1619047619048,661888
"2132","Tampa Bay Rays",92.62,661888
"2133","Atlanta Braves",87.3047619047619,661139
"2134","Los Angeles Dodgers",86.996,661139
"2135","Texas Rangers",87.34,661844
"2136","Washington Nationals",87.0333333333333,661844
"2137","Kansas City Royals",90.032,662664
"2138","Oakland Athletics",86.2791666666667,662664
"2139","Colorado Rockies",88.8346153846154,661684
"2140","Minnesota Twins",87.9653846153846,661684
"2141","Baltimore Orioles",90.3208333333333,661455
"2142","Chicago White Sox",92.43,661455
"2143","Milwaukee Brewers",89.1375,661190
"2144","Toronto Blue Jays",89.184375,661190
"2145","Chicago Cubs",89.2206896551724,661971
"2146","St. Louis Cardinals",84.8666666666667,661971
"2147","Los Angeles Angels",88.7238095238095,663388
"2148","Seattle Mariners",88.104,663388
"2149","Arizona Diamondbacks",82.9545454545455,663333
"2150","Detroit Tigers",90.4307692307692,663333
"2151","Philadelphia Phillies",91.9304347826087,662255
"2152","San Diego Padres",88.5875,662255
"2153","Cincinnati Reds",88.064,662067
"2154","San Francisco Giants",86.0304347826087,662067
"2155","Houston Astros",92.6363636363636,661271
"2156","New York Yankees",93.5384615384615,661271
"2157","Pittsburgh Pirates",89.912,661887
"2158","Tampa Bay Rays",90.5392857142857,661887
"2159","Baltimore Orioles",89.3416666666667,661454
"2160","Chicago White Sox",88.6423076923077,661454
"2161","Chicago Cubs",88.9863636363636,661970
"2162","St. Louis Cardinals",87.844,661970
"2163","Texas Rangers",87.2789473684211,661898
"2164","Washington Nationals",89.3538461538461,661898
"2165","Kansas City Royals",92.1321428571429,662672
"2166","Oakland Athletics",85.2333333333333,662672
"2167","Miami Marlins",89.6478260869565,661381
"2168","New York Mets",86.7592592592593,661381
"2169","Milwaukee Brewers",92.9833333333333,661264
"2170","Toronto Blue Jays",89.1904761904762,661264
"2171","Boston Red Sox",94.6931034482759,663042
"2172","Cleveland Guardians",90.9666666666667,663042
"2173","Cincinnati Reds",82.4416666666667,662083
"2174","San Francisco Giants",90.2615384615385,662083
"2175","Colorado Rockies",90.0166666666667,661686
"2176","Minnesota Twins",91.5074074074074,661686
"2177","Atlanta Braves",92.468,661138
"2178","Los Angeles Dodgers",89.1368421052632,661138
"2179","Los Angeles Angels",89.1074074074074,663441
"2180","Seattle Mariners",85.1,663441
"2181","Arizona Diamondbacks",90.1954545454546,663346
"2182","Detroit Tigers",85.11875,663346
"2183","Philadelphia Phillies",89.3620689655172,662247
"2184","San Diego Padres",85.3583333333333,662247
"2185","Miami Marlins",92.0217391304348,661380
"2186","New York Mets",86.7,661380
"2187","Houston Astros",82.1818181818182,661273
"2188","New York Yankees",95.6571428571429,661273
"2189","Boston Red Sox",90.0617647058824,663121
"2190","Cleveland Guardians",90.1375,663121
"2191","Pittsburgh Pirates",82.1,661886
"2192","Tampa Bay Rays",89.756,661886
"2193","Kansas City Royals",87.175,662665
"2194","Oakland Athletics",89.3793103448276,662665
"2195","Colorado Rockies",91.3375,661692
"2196","Minnesota Twins",92.0344827586207,661692
"2197","Baltimore Orioles",89.06,661453
"2198","Chicago White Sox",83.8666666666667,661453
"2199","Milwaukee Brewers",90.1620689655172,661206
"2200","Toronto Blue Jays",91.176,661206
"2201","Chicago Cubs",84.284375,661969
"2202","St. Louis Cardinals",89.0076923076923,661969
"2203","Texas Rangers",92.0333333333333,661847
"2204","Washington Nationals",91.4142857142857,661847
"2205","Cincinnati Reds",87.8375,662061
"2206","San Francisco Giants",90.5130434782609,662061
"2207","Los Angeles Angels",88.8333333333333,663387
"2208","Seattle Mariners",89.1,663387
"2209","Arizona Diamondbacks",91.053125,663331
"2210","Detroit Tigers",85.7666666666667,663331
"2211","Philadelphia Phillies",93.2173913043478,662254
"2212","San Diego Padres",89.304,662254
"2213","Atlanta Braves",85.9642857142857,661512
"2214","Los Angeles Dodgers",91.11875,661512
"2215","Pittsburgh Pirates",90.7555555555556,662487
"2216","Washington Nationals",89.6966666666667,662487
"2217","New York Yankees",87.3,661275
"2218","Oakland Athletics",85.875,661275
"2219","Boston Red Sox",91.192,661740
"2220","Toronto Blue Jays",88.5,661740
"2221","Cleveland Guardians",87.7307692307692,663016
"2222","Minnesota Twins",91.3566666666667,663016
"2223","Miami Marlins",83.9826086956522,661968
"2224","St. Louis Cardinals",94.1458333333333,661968
"2225","Kansas City Royals",85.3384615384615,662681
"2226","Texas Rangers",89.3483870967742,662681
"2227","Colorado Rockies",89,662912
"2228","Los Angeles Dodgers",88.4458333333333,662912
"2229","Chicago White Sox",90.2,663440
"2230","Los Angeles Angels",87.1166666666667,663440
"2231","Baltimore Orioles",89,662168
"2232","Seattle Mariners",84.1045454545455,662168
"2233","Cleveland Guardians",91.8875,663045
"2234","Minnesota Twins",89.6260869565217,663045
"2235","Cleveland Guardians",87.7571428571429,663033
"2236","Minnesota Twins",91.4551724137931,663033
"2237","Pittsburgh Pirates",92.15,662484
"2238","Washington Nationals",84.1,662484
"2239","Atlanta Braves",89.6333333333333,661580
"2240","Philadelphia Phillies",89.0565217391304,661580
"2241","New York Yankees",88.7263157894737,661272
"2242","Oakland Athletics",90.9739130434783,661272
"2243","Boston Red Sox",93.325,661728
"2244","Toronto Blue Jays",94.31,661728
"2245","Houston Astros",90.9592592592593,662521
"2246","New York Mets",88.8214285714286,662521
"2247","Milwaukee Brewers",88.204,661885
"2248","Tampa Bay Rays",92.1947368421053,661885
"2249","Miami Marlins",86.7285714285714,661967
"2250","St. Louis Cardinals",86.7291666666667,661967
"2251","Chicago Cubs",86.6571428571429,663231
"2252","Cincinnati Reds",90.6208333333333,663231
"2253","Kansas City Royals",88.3913043478261,662615
"2254","Texas Rangers",92.2290322580645,662615
"2255","Colorado Rockies",88.4333333333333,662911
"2256","Los Angeles Dodgers",90.2538461538462,662911
"2257","Chicago White Sox",91.7806451612903,663392
"2258","Los Angeles Angels",87.9607142857143,663392
"2259","Arizona Diamondbacks",86.7045454545455,663344
"2260","San Diego Padres",84.6642857142857,663344
"2261","Detroit Tigers",90.9692307692308,662060
"2262","San Francisco Giants",82.6727272727273,662060
"2263","Baltimore Orioles",79.6764705882353,662186
"2264","Seattle Mariners",90.052380952381,662186
"2265","Milwaukee Brewers",85.6428571428571,661879
"2266","Tampa Bay Rays",83.1916666666667,661879
"2267","Pittsburgh Pirates",88.7518518518519,662493
"2268","Washington Nationals",88.19,662493
"2269","New York Yankees",94.5363636363636,661263
